매장명,매장주소
본도시락 목동파리공원점,"서울특별시 양천구 목동서로 57 현대파리지앙, 1층 124호"
본죽 중곡사거리점,서울특별시 광진구 긴고랑로 115 (중곡동) 1층
본죽 응암동점,서울특별시 은평구 은평로 119 (응암동) 1층 102호
본도시락 건대점,서울특별시 광진구 능동로 149 (화양동)
본도시락 상암DMC점,"서울특별시 마포구 월드컵북로 375 (상암동, DMC 이안상암1단지) 103호"
본죽 개화산역점,"서울특별시 강서구 양천로 28 (방화동, 벽산에어트리움) 별관 136호"
본 죽&비빔밥 마곡역점,"서울특별시 강서구 마곡중앙6로 16 (마곡동, 마곡지엠지타워) 111호"
본도시락 동작구청점,서울특별시 동작구 장승배기로 143-1 (노량진동)
본죽 서림점,서울특별시 관악구 신림로 210-1
본도시락 강동구청역점,"서울특별시 송파구 강동대로9길 14-1, 1층"
본죽 천호로데오점,서울특별시 강동구 천호대로 1033 (천호동) 강동빌딩 1층
본죽 둔촌동점,서울특별시 강동구 양재대로 1319 (성내동) 경일빌딩 1층 105호
본도시락 차병원사거리점,"서울특별시 강남구 봉은사로34길 9, 1층 101호"
본죽 영등포구청점,서울특별시 영등포구 당산로 132 당산동3가 228-23 광명빌딩1층
본죽 우이사거리점,서울특별시 강북구 삼양로 423(수유동)
본죽 신도림역포스빌점,서울특별시 구로구 새말로 102 신도림포스빌
본도시락 군자점,서울특별시 광진구 능동로 339 (중곡동)
본죽 세브란스병원점,서울특별시 서대문구 연세로 50-1 세브란스병원 3층
본 죽&비빔밥 명동2호점,"서울특별시 중구 명동9길 10, 2층 (명동1가)"
본죽 상계보람점,서울특별시 노원구 한글비석로 463 (상계동) 101호
본도시락 천호점,서울특별시 강동구 천호대로163길 21 (천호동) 1층
본죽 독산동CTLEX점,서울특별시 금천구 시흥대로 399 (독산동) 시티렉스502호
본설렁탕 송파오금점,서울특별시 송파구 마천로 134 (오금동) 1층
본죽 등촌3동점,서울특별시 강서구 공항대로41길 44 (등촌동) 아카데미프라자103호
본죽 신설동점,서울특별시 동대문구 천호대로 23 (신설동) 베르빌오피스텔상가 107호
본죽 정릉점,서울특별시 성북구 보국문로 38 (정릉동)
본 죽&비빔밥 화곡역점,"서울특별시 강서구 화곡로25길 2 (화곡동, KBH빌딩) 202호"
본죽 장안동삼거리점,서울특별시 동대문구 사가정로 229 (장안동)
본죽 압구정역점,서울특별시 강남구 압구정로 151 신현대아파트 상가 104호
본죽 우면점,"서울특별시 서초구 바우뫼로7길 8 (우면동) 우면종합상가 103,104호"
본죽 마들역점,서울특별시 노원구 동일로 1547 (상계동) 동남빌딩 101
본 죽&비빔밥 목동파리공원점,"서울특별시 양천구 목동서로 77 (목동, 현대월드타워) 현대월드타워 1층 141,142호"
본죽 화양사거리점,서울특별시 광진구 광나루로 341 (군자동) 1층
본도시락 동대문점,서울특별시 중구 을지로 250 아그네스스탠드클럽
본도시락 성신여대점,서울특별시 성북구 동소문로26길 1
본죽 구일역점,서울특별시 구로구 구일로10길 27 (구로동) SK허브수 오피스텔 A동
본도시락 역삼초교점,서울특별시 강남구 역삼로7길 7 (역삼동)
본도시락 송파삼전점,서울특별시 송파구 삼학사로19길 28 캔쇼빌딩
본도시락 대학로점,서울특별시 종로구 대학로12길 83 (동숭동) 아트원씨어티 1층
본도시락 구로디지털점,서울특별시 구로구 디지털로26길 111 (구로동) Jnk디지털타워 지하1층 G009호
본도시락 서울대입구역점,서울특별시 관악구 남부순환로 1855 (봉천동)
본도시락 사당점,서울특별시 관악구 남부순환로 2044 (남현동)
본도시락 한양대후문점,서울특별시 성동구 마조로 32
본도시락 영등포구청역점,서울특별시 영등포구 당산로31길 24 (당산동3가)
본도시락 서여의도점,서울특별시 영등포구 국회대로72길 21 (여의도동) 민족통일대통령리빙텔 지하 102호
본도시락 가산디지털3단지점,서울특별시 금천구 가산디지털1로 219 (가산동) 벽산디지털밸리 6차 104호
본도시락 양재중앙점,서울특별시 서초구 논현로17길 3 (양재동)
본도시락 회기점,서울특별시 동대문구 이문로 36 1층
본죽 홍제점,서울특별시 서대문구 통일로 427 (홍제동) 1층
본죽 답십리점,서울특별시 동대문구 천호대로 313 (답십리동) 102호
본죽 석계역점,서울특별시 노원구 석계로 11-1 (월계동)
본죽 가재울뉴타운점,서울특별시 서대문구 거북골로 120 (남가좌동) 가재울센트레빌아파트 상가2-3호
본죽 도봉동점,서울특별시 도봉구 도봉로 887 (도봉동)
본죽 황학동롯데캐슬점,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아) 지상1층 1218호"
본죽 신길사러가점,서울특별시 영등포구 신길로 166 (신길동)
본죽 수유점,서울특별시 강북구 한천로 1043 (수유동)
본죽 강일지구점,서울특별시 강동구 아리수로93길 33 (강일동) 베스트프라자 106호
본죽 거여동점,"서울특별시 송파구 오금로54길 38 (거여동, 거여팰리스) 1층 102호"
본죽 난곡미성점,서울특별시 관악구 난곡로 219 (신림동)
본죽 신수서강대역점,서울특별시 마포구 서강로 106 (신수동) 신촌 클리닉 103호
본죽 암사롯데팰리스점,서울특별시 강동구 고덕로 140 (암사동) 프라이어팰리스상가 104호
본죽 오금점,"서울특별시 송파구 중대로23길 20 (가락동, 우정에쉐르) 우정에쉐르106호"
본죽 영등포역점,서울특별시 영등포구 영신로19길 30-3 (영등포동) 영등포동 618-283
본죽 이대점,"서울특별시 서대문구 이화여대3길 16 (대현동, 성연빌딩) 1층"
본 죽&비빔밥 서초법원점,서울특별시 서초구 반포대로30길 53 (서초동) 1층
본 죽&비빔밥 서울의료원점,서울특별시 중랑구 신내로16길 17 (신내동) 한솔메디칼타워 101호
본 죽&비빔밥 독산역점,서울특별시 금천구 범안로 1130 가산디지털엠파이어 108호
본죽 왕십리점,서울특별시 성동구 왕십리로 330 (도선동)
본죽 한양대점,서울특별시 성동구 마조로 25 (행당동) 102호
본죽 뚝섬점,서울특별시 성동구 왕십리로 114 656-297
본죽 면목역점,서울특별시 중랑구 겸재로 178 (면목동)
본죽 망우역점,서울특별시 중랑구 망우로 346 한일써너스빌 101동 113호
본죽 사가정역점,서울특별시 중랑구 사가정로 407 (면목동)
본죽 망우우림시장점,서울특별시 중랑구 용마산로 498 (망우동)
본죽 동대문밀리오레점,"서울특별시 중구 장충단로13길 43 (을지로6가) 내 제1,2층 7호,8호"
본죽 서울백병원점,서울특별시 중구 마른내로 14 (저동2가)
본죽 명동점,서울특별시 중구 명동8가길 6 (충무로2가) 2층
본죽 대학로본점,서울특별시 종로구 연건동 70-1
본죽 불광점,서울특별시 은평구 불광로 40 (불광동)
본죽 신길성애병원옆점,서울특별시 영등포구 영등포로84길 12 (신길동)
본죽 고척근린공원점,서울특별시 구로구 고척로 141 (고척동) 외 1필지
본죽 구의시장점,서울특별시 광진구 광나루로 532 (구의동)
본죽 뚝섬유원지역점,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차) 이튼타워리버3차 124호"
본죽 자양동점,서울특별시 광진구 뚝섬로 642 (자양동)
본죽 서울대입구역점,서울특별시 관악구 관악로 237 (봉천동)
본죽 신림고시촌점,서울특별시 관악구 대학길 30 (신림동)
본죽 봉천점,서울특별시 관악구 남부순환로 1741 (봉천동)
본죽 방화역점,서울특별시 강서구 금낭화로 146 (방화동) 오피앙상가105
본죽 가양역점,서울특별시 강서구 양천로57길 9-19 (가양동) 동양트레벨스카이 105호
본죽 가양사거리점,서울특별시 강서구 강서로 506 (가양동) 가양1동 1458-3
본죽 우장초교점,서울특별시 강서구 화곡로 280 (화곡동) 강서구 화곡동 982-9
본죽 삼양사거리점,서울특별시 강북구 삼양로 167 (미아동)
본죽 암사역점,서울특별시 강동구 상암로 44 (천호동) 유정빌딩 1층
본죽 선릉역점,서울특별시 강남구 선릉로93길 26 (역삼동)
본죽 일원점,서울특별시 강남구 일원로 43 (일원동) 1층
본죽 개포동역점,서울특별시 강남구 개포로 510 (개포동) 현대빌딩 104호
본죽 청담점,서울특별시 강남구 학동로 441 (청담동) 1층
본죽 도심공항타워점,서울특별시 강남구 테헤란로 87길36 B1동 9호
본죽 수서점,서울특별시 강남구 밤고개로1길 10 (수서동) 수서현대벤쳐빌 1층 116-2호
본죽 남가좌점,서울특별시 서대문구 증가로 128 (남가좌동)
본죽 독립문점,서울특별시 서대문구 통일로 193 (영천동)
본죽 홍은서대문구청점,서울특별시 서대문구 연희로 267 (홍은동)
본죽 마포공덕점,서울특별시 마포구 마포대로8길 29 (공덕동) 1층
본죽 마포용강점,서울특별시 마포구 큰우물로 53 (염리동) 마포네이버타운 105호
본죽 홍대점,"서울특별시 마포구 홍익로 10 (서교동, 서교푸르지오) 서교푸르지오B 106호"
본죽 마포도화점,서울특별시 마포구 도화길 43 (도화동) 삼보나눔빌딩 202호
본죽 위생병원점,서울특별시 동대문구 망우로21가길 4 (휘경동)
본죽 대림점,서울특별시 동작구 시흥대로 658 (신대방동) 1층
본죽 신대방삼거리역점,서울특별시 동작구 상도로 77 (대방동)
본죽 신길점[대신시장],서울특별시 영등포구 도신로 227 (신길동) 1층
본죽 목동이대병원점,서울특별시 양천구 목동동로 431 (목동) 우방빌딩 104호
본죽 신월점,서울특별시 양천구 남부순환로 40길 13번지
본죽 목동아크로텔점,서울특별시 양천구 목동서로 277 (신정동) 대림아크로텔 106호
본죽 삼전동점,서울특별시 송파구 백제고분로 202 (삼전동) 두레빌딩 1층
본죽 송파석촌점,서울특별시 송파구 송파대로 451 (석촌동)
본죽 마천동점,"서울특별시 송파구 마천로 264 (거여동, 흥일빌딩)"
본죽 송파가락점,서울특별시 송파구 송파대로30길 16 송파가락두산위브센티움 1층
본죽 방이시장점,서울특별시 송파구 백제고분로48길 12 (방이동) 1층
본죽 문정로데오점,서울특별시 송파구 동남로6길 3 (문정동) 1층
본죽 미아사거리점,서울특별시 성북구 숭인로 70-1 (길음동) 485-9
본죽 종암점,서울특별시 성북구 종암로 78 (종암동) 78호
본죽 방배역점,서울특별시 서초구 방배로 104 (방배동)
본죽 내방역점,서울특별시 서초구 방배로 195 (방배동) 111호
본죽 반포KCC[제일약품]점,서울특별시 서초구 주흥길 3 (반포동) 시범빌딩 101호
본죽 방배까페골목점,서울특별시 서초구 방배중앙로 196 (방배동) 1동 308호
본죽 남부터미널점,서울특별시 서초구 효령로 303 (서초동) 부속10동상가 1층 101호
본죽 교대역지파이브점,서울특별시 서초구 서초중앙로24길 27 (서초동) G-5센트릴프라자 1층 103호
본죽 중계은행사거리점,서울특별시 노원구 한글비석로 245 (중계동) 두타빌A동 110
본죽 광운대역점,서울특별시 노원구 광운로 54 (월계동)
본죽 중계브라운스톤점,"서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계) 브라운스톤 115호"
본죽 상계역점,"서울특별시 노원구 덕릉로 699 (중계동, 우암에이스타워) 우암에이스타워 106호"
본죽 압구정로데오점,서울특별시 강남구 압구정로 330 (신사동) 대봉상가 1층 105호
본죽 풍납동점,서울특별시 송파구 토성로 25 (풍납동)
본죽 반포점,서울특별시 서초구 고무래로 18-4 (반포동) 송암한의원 1층
본죽 도봉월드점,서울특별시 도봉구 마들로 650 (방학동) 216호
본도시락 회현역점,서울특별시 중구 소공로 35 남산롯데캐슬아이리스 103호
본죽 역촌점,서울특별시 은평구 갈현로 85 본죽 역촌점
본도시락 방이역점,서울특별시 송파구 위례성대로18길 28-7 (방이동)
본 죽&비빔밥 해운대백병원점,"부산광역시 해운대구 좌동순환로 252 (좌동, 대원아파트) 2층 203호"
본 죽&비빔밥 부산명지CGV점,"부산광역시 강서구 명지국제8로10번길 46 (명지동, 플러스존1) 119호"
본 죽&비빔밥 구서쌍용예가점,부산광역시 금정구 구서로 26 (구서동) 본죽&비빔밥 구서쌍용예가점
본도시락 부산장림점,부산광역시 사하구 장림번영로 6 (장림동) 1층
본 죽&비빔밥 부산명륜동점,부산광역시 동래구 명륜로 196 (명륜동) 1층
본 죽&비빔밥 부산대연점,"부산광역시 남구 수영로 248 (대연동, 메트로타워) 102호"
본 죽&비빔밥 부산대점,부산광역시 금정구 금강로 265 (장전동) 본 죽&비빔밥 부산대점
본설렁탕 부산하단점,부산광역시 사하구 승학로 2 (당리동) 청기와맨션 1층 107~108호
본도시락 부산국제도시점,부산광역시 강서구 명지국제5로148번길 3 (명지동) 102호
본 죽&비빔밥 부산개금점,부산광역시 부산진구 엄광로 34 (개금동) 본죽&비빔밥 부산개금점
본설렁탕 부산범일점,"부산광역시 동구 조방로 14 (범일동, 동일타워) 204호"
본 죽&비빔밥 부산부곡시장점,부산광역시 금정구 부곡로 115 (부곡동) 본죽&비빔밥 부산부곡시장점
본 죽&비빔밥 센텀시티역점,"부산광역시 해운대구 센텀동로 26 (우동, 한화꿈에그린센텀) A동 101B-1호"
본 죽&비빔밥 부산연산점,"부산광역시 연제구 반송로 33 (연산동, 샤르망라이프) 102호"
본 죽&비빔밥 부산범일점,"부산광역시 동구 조방로 14 (범일동, 동일타워) 1층 제 판매2-104호"
